# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PLA2G4B	ENSECAG00000020966	ENSECAT00000074649	protein_coding	6	44	47	302	0	0	0	0	0	1	0	68	0	4	0	135	47	0	0	1	1	5	0	0	0	0	0	42	103
PLA2G4D	ENSECAG00000006962	ENSECAT00000007306	protein_coding	3	21	19	375	0	0	1	0	0	1	0	118	0	2	0	194	18	0	0	1	0	4	0	0	1	0	0	19	65
PLA2G4E	ENSECAG00000013837	ENSECAT00000047932	protein_coding	4	23	19	1046	29	0	0	0	0	0	0	92	0	2	0	793	19	0	0	2	0	3	0	0	0	0	0	22	135
PLA2G4F	ENSECAG00000012470	ENSECAT00000013318	protein_coding	4	17	18	354	0	0	0	0	0	0	0	79	0	2	0	149	18	0	0	0	2	4	0	0	1	0	0	17	128
PLAC9	ENSECAG00000011479	ENSECAT00000011851	protein_coding	0	1	4	264	0	0	0	0	0	0	0	46	0	0	0	138	4	0	0	0	0	1	0	0	0	0	0	1	80
PLAU	ENSECAG00000007351	ENSECAT00000007708	protein_coding	2	7	15	150	0	0	0	0	0	0	0	64	0	1	0	37	15	0	0	0	0	1	0	0	1	0	0	7	49
PLCB2	ENSECAG00000020647	ENSECAT00000022347	protein_coding	13	79	33	316	0	1	2	0	1	2	0	74	0	9	0	161	31	0	0	1	4	7	0	0	1	0	0	74	88
PLCB2	ENSECAG00000020647	ENSECAT00000072609	protein_coding	14	79	36	510	0	1	2	0	1	2	0	34	0	10	0	395	34	0	0	1	4	7	0	0	1	0	0	74	88
PLCB2	ENSECAG00000020647	ENSECAT00000078702	protein_coding	3	14	2	237	0	1	2	0	1	1	0	70	0	1	0	82	0	0	0	0	2	4	0	0	0	0	0	10	88
PLCE1	ENSECAG00000022823	ENSECAT00000024720	protein_coding	6	91	38	3793	3	2	8	0	0	0	0	91	0	5	0	3636	38	0	0	1	0	8	0	0	0	0	0	82	63
PLEKHA1	ENSECAG00000014908	ENSECAT00000015827	protein_coding	1	15	14	893	0	0	0	0	0	0	0	84	0	0	0	744	14	0	0	0	0	1	0	0	1	0	0	14	66
PLEKHA1	ENSECAG00000014908	ENSECAT00000056623	protein_coding	1	15	7	667	7	0	0	0	0	0	0	58	0	0	0	537	7	0	0	0	0	1	0	0	1	0	0	14	66
PLEKHA1	ENSECAG00000014908	ENSECAT00000058025	protein_coding	1	15	14	672	18	0	0	0	0	0	0	52	0	0	0	537	14	0	0	0	0	1	0	0	1	0	0	14	66
PLEKHA1	ENSECAG00000014908	ENSECAT00000067319	protein_coding	1	15	14	893	0	0	0	0	0	0	0	84	0	0	0	744	14	0	0	0	0	1	0	0	1	0	0	14	66
PLEKHO2	ENSECAG00000022172	ENSECAT00000036750	protein_coding	9	66	58	440	41	3	14	0	1	1	0	90	0	8	0	247	56	0	0	0	0	3	0	0	1	0	0	60	51
PLEKHO2	ENSECAG00000022172	ENSECAT00000040357	protein_coding	9	59	56	449	41	3	14	0	1	1	0	90	0	8	0	253	54	0	0	0	0	0	0	0	1	0	0	56	51
PLEKHS1	ENSECAG00000015436	ENSECAT00000029124	protein_coding	1	9	3	481	10	0	0	0	0	0	0	51	0	0	0	344	3	0	0	0	0	2	0	0	1	0	0	8	77
PLEKHS1	ENSECAG00000015436	ENSECAT00000068919	protein_coding	1	9	4	480	7	0	0	0	0	0	0	51	0	0	0	346	4	0	0	0	0	2	0	0	1	0	0	8	77
PLEKHS1	ENSECAG00000015436	ENSECAT00000070416	protein_coding	1	6	3	463	0	0	0	0	0	0	0	40	0	0	0	347	3	0	0	0	0	2	0	0	1	0	0	5	77
PLIN1	ENSECAG00000013202	ENSECAT00000013874	protein_coding	1	10	15	212	0	0	3	0	0	0	0	74	0	1	0	86	15	0	0	0	0	1	0	0	0	0	0	9	50
PLPP4	ENSECAG00000023526	ENSECAT00000025215	protein_coding	4	6	21	2923	2	0	0	0	0	1	0	137	0	3	0	2686	20	0	0	0	0	0	0	0	0	1	0	6	98
PLPP4	ENSECAG00000023526	ENSECAT00000043568	protein_coding	3	17	12	2924	0	0	0	0	0	1	0	137	0	3	0	2688	11	0	0	0	0	0	0	0	0	0	0	17	99
PLPP4	ENSECAG00000023526	ENSECAT00000072682	protein_coding	2	12	2	2031	0	0	0	0	0	0	0	137	0	0	0	1750	2	0	0	0	2	0	0	0	0	0	0	12	146
PML	ENSECAG00000004617	ENSECAT00000006078	protein_coding	9	89	74	826	1	0	0	1	0	0	0	47	0	7	0	719	73	0	0	1	0	0	0	0	1	0	0	89	60
PML	ENSECAG00000004617	ENSECAT00000056989	protein_coding	8	59	49	746	4	0	0	1	0	0	0	79	0	7	0	603	48	0	0	0	0	0	0	0	1	0	0	59	60
PML	ENSECAG00000004617	ENSECAT00000071774	protein_coding	11	59	52	708	0	0	0	1	1	0	0	61	0	9	0	588	50	0	0	0	0	1	0	0	2	0	0	58	60
PML	ENSECAG00000004617	ENSECAT00000074327	protein_coding	9	89	72	828	1	0	0	1	0	0	0	47	0	7	0	721	71	0	0	1	0	0	0	0	1	0	0	89	60
PML	ENSECAG00000004617	ENSECAT00000074721	protein_coding	8	53	44	725	0	0	0	1	0	0	0	73	0	7	0	592	43	0	0	0	0	0	0	0	1	0	0	53	60
PNLIP	ENSECAG00000009446	ENSECAT00000010231	protein_coding	0	14	8	416	0	0	0	0	0	0	0	66	0	0	0	243	8	0	0	0	0	1	0	0	0	0	0	13	108
PNLIPRP1	ENSECAG00000016567	ENSECAT00000017740	protein_coding	0	5	10	328	1	1	2	0	0	1	0	48	0	0	0	214	9	0	0	0	0	1	0	0	0	0	0	3	64
PNLIPRP1	ENSECAG00000016567	ENSECAT00000066775	protein_coding	0	5	11	327	1	1	2	0	0	1	0	48	0	0	0	213	10	0	0	0	0	1	0	0	0	0	0	3	64
PNLIPRP2	ENSECAG00000008197	ENSECAT00000008562	protein_coding	0	3	6	304	0	0	0	0	0	0	0	56	0	0	0	180	6	0	0	0	0	0	0	0	0	0	0	3	68
PNLIPRP3	ENSECAG00000024805	ENSECAT00000026735	protein_coding	0	10	15	774	24	0	0	1	0	0	0	74	0	0	0	593	14	0	0	0	0	4	0	0	0	0	0	8	85
PNN	ENSECAG00000011899	ENSECAT00000012541	protein_coding	15	113	44	280	0	0	0	1	0	2	0	130	0	7	0	85	43	0	0	3	5	9	0	0	1	0	0	109	76
PNN	ENSECAG00000011899	ENSECAT00000032459	protein_coding	16	115	44	277	0	0	0	1	0	2	0	130	0	7	0	84	43	0	0	3	6	10	0	0	1	0	0	110	76
PNN	ENSECAG00000011899	ENSECAT00000067271	protein_coding	5	11	0	351	0	0	0	1	0	1	0	254	2	0	0	24	0	0	0	1	1	2	0	0	0	1	0	10	76
PNN	ENSECAG00000011899	ENSECAT00000071443	protein_coding	4	11	3	379	0	0	0	0	0	1	0	276	0	0	0	31	3	0	0	1	2	4	0	0	1	0	0	10	76
POLE2	ENSECAG00000013298	ENSECAT00000014376	protein_coding	2	40	11	464	0	0	0	0	0	0	0	129	0	1	0	256	11	0	0	2	2	9	0	0	0	0	0	34	87
POLE2	ENSECAG00000013298	ENSECAT00000058513	protein_coding	2	39	11	465	0	0	0	0	0	0	0	129	0	1	0	257	11	0	0	2	1	9	0	0	0	0	0	33	87
POLE2	ENSECAG00000013298	ENSECAT00000067128	protein_coding	0	2	2	172	0	0	0	0	0	0	0	50	0	0	0	37	2	0	0	0	0	4	0	0	0	0	0	0	87
POLG	ENSECAG00000007781	ENSECAT00000008471	protein_coding	20	131	81	403	31	0	0	0	0	1	3	74	0	15	0	210	77	0	0	2	6	18	0	0	1	0	0	119	107
POLG	ENSECAG00000007781	ENSECAT00000047340	protein_coding	20	129	80	406	31	0	0	0	0	1	3	74	0	15	0	213	76	0	0	2	6	18	0	0	1	0	0	117	107
POLG	ENSECAG00000007781	ENSECAT00000058179	protein_coding	20	127	75	413	31	0	0	0	0	1	3	74	0	15	0	219	71	0	0	2	6	17	0	0	1	0	0	116	107
POLL	ENSECAG00000015282	ENSECAT00000016223	protein_coding	3	67	30	156	0	1	13	0	0	0	0	37	0	2	0	50	30	0	0	0	0	1	0	0	1	0	0	65	57
POLL	ENSECAG00000015282	ENSECAT00000076550	protein_coding	1	49	19	173	0	0	0	0	0	0	0	37	0	0	0	70	19	0	0	0	0	1	0	0	1	0	0	48	67
POLR3A	ENSECAG00000019416	ENSECAT00000021108	protein_coding	9	203	16	809	6	0	0	0	1	0	0	76	0	3	0	614	15	0	0	6	2	18	0	0	0	0	0	190	132
POLR3A	ENSECAG00000019416	ENSECAT00000031620	protein_coding	9	194	17	769	0	4	22	0	1	0	0	94	0	3	0	596	16	0	0	6	2	14	0	0	0	0	0	181	72
POLR3A	ENSECAG00000019416	ENSECAT00000074346	protein_coding	9	208	19	838	0	0	0	0	1	0	0	94	0	3	0	631	18	0	0	6	2	18	0	0	0	0	0	195	132
PPA1	ENSECAG00000018686	ENSECAT00000061819	protein_coding	3	45	6	525	0	0	0	0	0	0	0	126	0	0	0	381	6	0	0	3	0	8	0	0	0	0	0	38	28
PPCDC	ENSECAG00000019339	ENSECAT00000020503	protein_coding	0	23	10	291	0	0	0	0	0	0	0	56	0	0	0	176	10	0	0	0	0	0	0	0	0	0	0	23	59
PPIB	ENSECAG00000017164	ENSECAT00000018057	protein_coding	1	62	16	326	21	0	0	0	0	0	0	110	0	0	0	74	16	0	0	0	1	11	0	0	0	0	0	52	132
PPIF	ENSECAG00000008796	ENSECAT00000009285	protein_coding	6	34	14	209	0	0	0	0	0	0	0	81	0	5	0	62	14	0	0	0	1	3	0	0	0	0	0	31	70
PPIF	ENSECAG00000008796	ENSECAT00000062878	protein_coding	7	20	14	203	0	0	0	0	0	0	1	87	0	6	0	47	13	0	0	0	1	0	0	0	0	0	0	20	70
PPIP5K1	ENSECAG00000015951	ENSECAT00000018272	protein_coding	12	156	44	904	43	0	1	1	0	0	1	129	0	5	0	701	42	0	0	2	9	25	0	0	0	0	0	137	59
PPIP5K1	ENSECAG00000015951	ENSECAT00000018332	protein_coding	12	156	44	904	43	0	1	1	0	0	1	129	0	5	0	701	42	0	0	2	9	25	0	0	0	0	0	137	59
PPIP5K1	ENSECAG00000015951	ENSECAT00000058141	protein_coding	12	147	40	943	43	0	1	1	0	0	1	129	0	5	0	730	38	0	0	2	9	24	0	0	0	0	0	128	69
PPIP5K1	ENSECAG00000015951	ENSECAT00000066553	protein_coding	12	155	45	904	43	0	1	1	0	0	1	129	0	5	0	701	43	0	0	2	9	25	0	0	0	0	0	136	59
PPP1R14D	ENSECAG00000010979	ENSECAT00000011293	protein_coding	0	3	4	416	0	0	0	0	0	0	0	110	0	0	0	207	4	0	0	0	0	0	0	0	0	0	0	3	99
PPP1R3C	ENSECAG00000013703	ENSECAT00000014289	protein_coding	1	10	6	305	1	0	0	0	0	0	0	54	1	0	0	188	6	0	0	0	1	2	0	0	0	0	0	9	64
PPP1R3E	ENSECAG00000032403	ENSECAT00000040485	protein_coding	1	25	10	134	0	0	0	0	0	0	0	44	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	25	90
PPP2R2D	ENSECAG00000024456	ENSECAT00000026311	protein_coding	2	84	13	813	10	0	0	1	0	1	0	64	0	1	0	655	12	0	0	1	0	6	0	0	0	0	0	80	89
PPP2R2D	ENSECAG00000024456	ENSECAT00000033870	protein_coding	6	66	25	1011	0	0	0	5	3	1	1	88	0	4	0	847	16	0	0	2	0	7	0	0	0	0	0	62	82
PPP2R2D	ENSECAG00000024456	ENSECAT00000045348	protein_coding	5	87	28	795	10	0	0	5	3	1	1	64	0	4	0	644	19	0	0	1	0	6	0	0	0	0	0	83	82
PPP2R2D	ENSECAG00000024456	ENSECAT00000053035	protein_coding	5	65	24	905	1	0	0	5	3	1	1	92	0	4	0	735	15	0	0	1	0	7	0	0	0	0	0	61	82
PPP2R3C	ENSECAG00000015352	ENSECAT00000016150	protein_coding	6	53	8	476	0	0	0	0	0	0	0	85	0	3	0	271	8	0	0	3	1	7	0	0	0	0	0	49	128
PPP2R3C	ENSECAG00000015352	ENSECAT00000072628	protein_coding	3	11	3	304	0	0	0	0	0	0	0	63	0	2	0	115	3	0	0	1	0	1	0	0	0	0	0	10	128
PPP3CB	ENSECAG00000008577	ENSECAT00000009125	protein_coding	4	25	2	660	0	0	0	0	0	0	0	115	0	0	0	467	2	0	0	4	2	7	0	0	0	0	0	21	86
PPP3CB	ENSECAG00000008577	ENSECAT00000074416	protein_coding	4	25	2	660	0	0	0	0	0	0	0	115	0	0	0	467	2	0	0	4	2	7	0	0	0	0	0	21	86
PPRC1	ENSECAG00000009482	ENSECAT00000009748	protein_coding	15	212	170	335	0	0	0	1	1	0	1	96	0	15	0	173	167	0	0	3	1	12	0	0	0	0	0	206	75
PPRC1	ENSECAG00000009482	ENSECAT00000026677	protein_coding	13	68	36	522	62	4	6	1	2	2	0	125	0	8	0	185	31	0	0	4	1	13	0	0	0	0	0	56	154
PPRC1	ENSECAG00000009482	ENSECAT00000050608	protein_coding	13	181	147	391	0	0	0	1	1	0	1	96	0	13	0	226	144	0	0	3	1	6	0	0	0	0	0	178	75
PPRC1	ENSECAG00000009482	ENSECAT00000062620	protein_coding	17	209	171	457	0	0	0	1	1	0	1	175	0	17	0	215	168	0	0	3	1	13	0	0	0	0	0	204	75
PRC1	ENSECAG00000017906	ENSECAT00000019233	protein_coding	13	92	40	1065	0	0	0	1	1	1	1	126	0	8	0	843	36	0	0	4	2	10	0	0	0	0	0	84	110
PRC1	ENSECAG00000017906	ENSECAT00000035984	protein_coding	13	93	41	1063	0	0	0	1	1	1	1	126	0	8	0	841	37	0	0	4	2	10	0	0	0	0	0	85	110
PRC1	ENSECAG00000017906	ENSECAT00000058253	protein_coding	13	88	40	1026	15	0	0	1	1	1	1	131	0	8	0	782	36	0	0	4	2	8	0	0	0	0	0	82	110
PRC1	ENSECAG00000017906	ENSECAT00000067705	protein_coding	12	82	36	1081	7	0	0	1	0	1	1	122	0	8	0	854	33	0	0	3	2	9	0	0	0	0	0	75	110
PRDX3	ENSECAG00000017026	ENSECAT00000018231	protein_coding	11	29	7	405	0	0	0	0	0	0	3	175	0	4	0	98	5	0	0	0	6	1	0	0	1	0	0	28	139
PRF1	ENSECAG00000012441	ENSECAT00000012941	protein_coding	1	12	10	215	0	1	3	0	0	0	0	69	0	1	0	40	10	0	0	0	0	0	0	0	0	0	0	11	103
PRKD1	ENSECAG00000005719	ENSECAT00000006917	protein_coding	3	32	7	5078	0	2	10	1	0	1	0	57	0	2	0	4951	5	0	0	1	0	4	0	0	0	0	0	27	64
PRKD1	ENSECAG00000005719	ENSECAT00000006925	protein_coding	3	31	8	5078	0	2	10	1	0	1	0	57	0	2	0	4951	6	0	0	1	0	4	0	0	0	0	0	26	64
PRKD1	ENSECAG00000005719	ENSECAT00000034957	protein_coding	3	32	8	5077	0	2	10	1	0	1	0	57	0	2	0	4950	6	0	0	1	0	4	0	0	0	0	0	27	64
PRKD1	ENSECAG00000005719	ENSECAT00000073865	protein_coding	2	27	8	4791	0	2	10	1	0	1	0	87	0	2	0	4633	6	0	0	0	0	3	0	0	0	0	0	22	64
PRKG1	ENSECAG00000014017	ENSECAT00000014665	protein_coding	0	24	5	20145	9	0	0	0	0	0	0	73	0	0	0	19954	5	0	0	0	0	2	0	0	0	0	0	22	111
PRKG1	ENSECAG00000014017	ENSECAT00000053533	protein_coding	0	23	6	19306	9	0	0	0	0	0	0	73	0	0	0	19181	6	0	0	0	0	2	0	0	0	0	0	21	45
PRLHR	ENSECAG00000003701	ENSECAT00000003612	protein_coding	0	12	5	182	0	0	0	0	0	0	0	93	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	89
PRMT5	ENSECAG00000014516	ENSECAT00000015685	protein_coding	12	94	12	254	32	0	0	0	1	0	1	66	0	8	0	89	10	0	0	5	4	22	0	0	1	0	0	84	84
PRMT5	ENSECAG00000014516	ENSECAT00000066149	protein_coding	12	72	8	279	32	0	0	0	1	0	1	66	0	8	0	106	6	0	0	5	4	19	0	0	1	0	0	65	89
PRMT5	ENSECAG00000014516	ENSECAT00000073313	protein_coding	12	89	11	259	32	0	0	0	1	0	1	66	0	8	0	89	9	0	0	5	4	22	0	0	1	0	0	79	89
PRORP	ENSECAG00000019221	ENSECAT00000020459	protein_coding	6	83	54	1704	7	0	1	0	0	0	0	47	0	3	0	1587	54	0	0	1	2	6	0	0	0	0	1	76	71
PRORP	ENSECAG00000019221	ENSECAT00000037657	protein_coding	7	81	52	1819	0	0	3	0	0	0	0	113	0	3	0	1639	52	0	0	1	3	8	0	0	0	0	0	74	75
PRORP	ENSECAG00000019221	ENSECAT00000043763	protein_coding	6	83	54	1712	3	0	3	0	0	0	0	49	0	3	0	1591	54	0	0	1	2	6	0	0	0	0	1	76	75
PRORP	ENSECAG00000019221	ENSECAT00000053184	protein_coding	9	70	51	1723	0	0	3	0	0	0	0	47	0	5	0	1607	51	0	0	1	2	6	0	0	1	0	0	64	75
PRPF39	ENSECAG00000015289	ENSECAT00000016272	protein_coding	6	71	22	390	0	0	0	0	0	0	0	147	0	0	0	191	22	0	0	1	5	9	0	0	0	0	0	65	64
PRPF39	ENSECAG00000015289	ENSECAT00000064342	protein_coding	5	63	9	395	0	0	0	0	0	0	0	147	0	0	0	182	9	0	0	1	4	10	0	0	0	0	0	56	78
PRTG	ENSECAG00000012671	ENSECAT00000013645	protein_coding	2	65	15	1587	0	0	0	0	0	0	1	93	0	2	0	1413	14	0	0	0	0	2	0	0	0	0	0	64	82
PRTG	ENSECAG00000012671	ENSECAT00000030377	protein_coding	2	65	15	1587	0	0	0	0	0	0	1	93	0	2	0	1413	14	0	0	0	0	2	0	0	0	0	0	64	82
PRTG	ENSECAG00000012671	ENSECAT00000053204	protein_coding	0	2	0	385	0	0	0	0	0	0	0	83	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	2	82
PRXL2A	ENSECAG00000009136	ENSECAT00000009397	protein_coding	2	22	12	541	0	0	10	0	0	0	0	52	0	2	0	412	12	0	0	0	0	2	0	0	0	0	0	21	68
PRXL2A	ENSECAG00000009136	ENSECAT00000041212	protein_coding	0	19	12	310	1	0	0	0	0	0	0	65	0	0	0	104	12	0	0	0	0	2	0	0	0	0	0	17	142
PSAP	ENSECAG00000021672	ENSECAT00000023432	protein_coding	12	73	39	590	32	0	0	0	1	0	0	72	0	11	0	439	38	0	0	3	0	2	0	0	1	0	1	73	49
PSD	ENSECAG00000007172	ENSECAT00000007691	protein_coding	2	30	19	398	0	0	0	0	0	0	0	190	0	1	0	114	19	0	0	0	1	6	0	0	0	0	0	25	100
PSMA4	ENSECAG00000009632	ENSECAT00000010043	protein_coding	7	36	2	1087	8	0	1	0	0	0	0	87	0	1	0	921	2	0	0	0	6	12	0	0	0	0	0	24	88
PSMA4	ENSECAG00000009632	ENSECAT00000048526	protein_coding	7	28	0	1088	0	0	1	0	0	0	0	88	0	1	0	929	0	0	0	0	6	12	0	0	0	0	0	16	88
PSMA4	ENSECAG00000009632	ENSECAT00000063452	protein_coding	4	20	0	1099	0	0	1	0	0	0	0	88	0	1	0	935	0	0	0	0	3	10	0	0	0	0	0	10	88
PSMA6	ENSECAG00000022437	ENSECAT00000023920	protein_coding	9	33	3	413	0	0	0	0	0	0	0	113	0	0	0	236	3	0	0	0	9	5	0	0	0	0	0	28	78
PSMA6	ENSECAG00000022437	ENSECAT00000045626	protein_coding	8	29	4	416	0	0	0	0	0	0	0	113	0	0	0	237	4	0	0	0	8	4	0	0	0	0	0	25	78
PSMA6	ENSECAG00000022437	ENSECAT00000065208	protein_coding	7	28	3	606	0	0	0	0	0	0	0	113	0	0	0	443	3	0	0	0	7	4	0	0	0	0	0	24	61
PSMB11	ENSECAG00000004095	ENSECAT00000004058	protein_coding	0	21	12	182	0	0	0	0	0	0	0	110	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	21	72
PSMB5	ENSECAG00000017123	ENSECAT00000018099	protein_coding	3	45	3	286	5	0	0	0	0	0	0	107	0	2	0	88	3	0	0	1	0	3	0	0	0	0	0	43	89
PSMB5	ENSECAG00000017123	ENSECAT00000067676	protein_coding	3	26	2	290	0	0	0	0	0	0	0	116	0	2	0	88	2	0	0	1	0	3	0	0	0	0	0	24	89
PSMB5	ENSECAG00000017123	ENSECAT00000072438	protein_coding	4	37	2	1948	0	0	0	0	0	0	0	149	0	2	0	1716	2	0	0	1	1	5	0	0	0	0	0	33	89
PSME1	ENSECAG00000016855	ENSECAT00000017709	protein_coding	8	30	7	294	0	0	0	0	0	0	0	182	0	5	0	33	7	0	0	7	5	14	0	0	0	0	0	25	92
PSME1	ENSECAG00000016855	ENSECAT00000045536	protein_coding	6	31	4	300	0	0	0	0	0	0	0	183	0	5	0	36	4	0	0	6	4	12	0	0	0	0	0	26	92
PSME2	ENSECAG00000017910	ENSECAT00000019594	protein_coding	6	41	6	478	21	2	30	0	0	0	0	188	0	2	0	62	6	0	0	5	4	12	0	0	0	0	0	33	189
PSME2	ENSECAG00000017910	ENSECAT00000075783	protein_coding	6	39	6	463	21	0	0	0	0	0	0	188	0	2	0	62	6	0	0	5	4	12	0	0	0	0	0	33	204
PSTK	ENSECAG00000011238	ENSECAT00000011596	protein_coding	0	9	9	452	0	0	1	0	0	0	0	128	0	0	0	237	9	0	0	0	0	0	0	0	0	0	0	9	86
PSTPIP1	ENSECAG00000002988	ENSECAT00000003908	protein_coding	2	13	7	486	20	0	0	0	0	0	0	64	0	1	0	332	7	0	0	0	1	0	0	0	0	0	0	13	71
PSTPIP1	ENSECAG00000002988	ENSECAT00000003925	protein_coding	2	20	4	648	0	0	0	0	0	0	0	59	0	1	0	549	4	0	0	0	1	0	0	0	0	0	0	20	41
PSTPIP1	ENSECAG00000002988	ENSECAT00000047881	protein_coding	2	13	12	655	0	0	0	0	0	0	0	61	0	1	0	554	12	0	0	0	1	0	0	0	0	0	0	13	41
PSTPIP1	ENSECAG00000002988	ENSECAT00000056422	protein_coding	2	14	7	647	20	0	0	0	0	0	0	64	0	1	0	523	7	0	0	0	1	0	0	0	0	0	0	14	41
PSTPIP1	ENSECAG00000002988	ENSECAT00000064240	protein_coding	2	20	5	647	0	0	0	0	0	0	0	59	0	1	0	548	5	0	0	0	1	0	0	0	0	0	0	20	41
PSTPIP1	ENSECAG00000002988	ENSECAT00000068424	protein_coding	1	8	11	662	0	0	0	0	0	0	0	61	0	1	0	560	11	0	0	0	0	0	0	0	0	0	0	8	41
PTEN	ENSECAG00000017012	ENSECAT00000018144	protein_coding	4	38	4	1313	11	3	31	0	0	0	0	216	0	1	0	980	4	0	0	2	1	10	0	0	0	0	0	26	87
PTEN	ENSECAG00000017012	ENSECAT00000049917	protein_coding	4	33	4	1318	11	3	31	0	0	0	0	216	0	1	0	983	4	0	0	3	0	8	0	0	0	0	0	23	87
PTGDR	ENSECAG00000007432	ENSECAT00000007428	protein_coding	0	4	1	186	0	0	0	0	0	0	0	105	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	4	73
PTGER2	ENSECAG00000009713	ENSECAT00000009913	protein_coding	0	1	6	115	8	0	0	0	0	0	0	32	0	0	0	30	6	0	0	0	0	0	0	0	0	0	0	1	45
PTPN20	ENSECAG00000007449	ENSECAT00000007546	protein_coding	0	23	23	2239	11	0	2	0	0	0	0	258	0	0	0	1877	23	0	0	0	0	5	0	0	0	0	0	18	95
PTPN20	ENSECAG00000007449	ENSECAT00000070216	protein_coding	0	16	17	2471	61	0	4	0	0	0	0	104	0	0	0	2192	17	0	0	0	0	1	0	0	0	0	0	15	111
PTPN20	ENSECAG00000007449	ENSECAT00000071799	protein_coding	0	23	23	2731	11	0	0	0	0	0	0	258	0	0	0	2356	23	0	0	0	0	5	0	0	0	0	0	18	110
PTPN20	ENSECAG00000007449	ENSECAT00000072956	protein_coding	0	17	16	2744	11	0	0	0	0	0	0	258	0	0	0	2368	16	0	0	0	0	4	0	0	0	0	0	13	110
PTPN20	ENSECAG00000007449	ENSECAT00000074085	protein_coding	0	19	20	2738	11	0	0	0	0	0	0	258	0	0	0	2363	20	0	0	0	0	5	0	0	0	0	0	14	110
PTPN20	ENSECAG00000007449	ENSECAT00000074181	protein_coding	2	10	10	2678	0	1	8	0	0	0	0	191	0	0	0	2374	10	0	0	1	2	5	0	0	0	0	0	5	111
PTPN9	ENSECAG00000022160	ENSECAT00000023624	protein_coding	3	66	23	1288	0	0	0	0	0	0	0	103	0	0	0	1132	23	0	0	0	3	7	0	0	0	0	0	60	62
PTPN9	ENSECAG00000022160	ENSECAT00000052235	protein_coding	3	69	26	1282	0	0	0	0	0	0	0	103	0	0	0	1126	26	0	0	0	3	7	0	0	0	0	0	63	62
PTPN9	ENSECAG00000022160	ENSECAT00000072906	protein_coding	3	69	26	1282	0	0	0	0	0	0	0	103	0	0	0	1126	26	0	0	0	3	7	0	0	0	0	0	63	62
PTPN9	ENSECAG00000022160	ENSECAT00000075279	protein_coding	2	61	26	1291	0	0	0	0	0	0	0	103	0	0	0	1132	26	0	0	0	2	5	0	0	0	0	0	57	62
PTPRE	ENSECAG00000008876	ENSECAT00000010040	protein_coding	5	47	15	2566	0	0	0	0	0	0	0	77	0	3	0	2446	15	0	0	3	0	7	0	0	1	0	0	44	49
PTPRE	ENSECAG00000008876	ENSECAT00000010165	protein_coding	5	48	14	3408	0	0	15	0	0	0	0	77	0	3	0	3234	14	0	0	3	0	7	0	0	1	0	0	44	89
PTPRE	ENSECAG00000008876	ENSECAT00000041964	protein_coding	3	7	10	2834	17	0	3	0	0	0	0	83	0	3	0	2644	10	0	0	1	0	2	0	0	0	0	0	6	89
PTPRE	ENSECAG00000008876	ENSECAT00000044547	protein_coding	8	48	16	2303	7	0	1	0	0	0	0	75	0	6	0	2139	16	0	0	3	0	6	0	0	1	0	0	45	87
PWWP2B	ENSECAG00000002362	ENSECAT00000002234	protein_coding	0	13	10	474	0	0	0	0	0	0	0	98	0	0	0	292	10	0	0	0	0	0	0	0	0	0	0	13	84
PWWP2B	ENSECAG00000002362	ENSECAT00000030401	protein_coding	0	14	7	517	0	0	0	0	0	0	0	71	0	0	0	380	7	0	0	0	0	0	0	0	0	0	0	14	66
PWWP2B	ENSECAG00000002362	ENSECAT00000049353	protein_coding	0	13	10	474	0	0	0	0	0	0	0	98	0	0	0	292	10	0	0	0	0	0	0	0	0	0	0	13	84
PWWP2B	ENSECAG00000002362	ENSECAT00000060421	protein_coding	1	15	12	1590	0	0	0	0	0	0	0	244	0	1	0	1280	12	0	0	0	0	0	0	0	0	0	0	15	66
PWWP2B	ENSECAG00000002362	ENSECAT00000065594	protein_coding	0	15	8	548	16	0	0	0	0	0	0	86	0	0	0	380	8	0	0	0	0	1	0	0	0	0	0	14	66
